CTDID,Region,Year,Mission,Location,Latitude,Longitude,ESTDate,UTCDate,EST Time,UTCTime,Sample_Depth_m,DIC,TA,pH,pCO2,Aragonite_Sat_W,Salinity_Bottle,Conductivity_Sm,Salinity_CTD,Temperature_C,Pressure_db,Density_Sigmat,SiteID,Survey_design ,Sample_frequency
NCRMP_PR_2014,PR,2014,NCRMP,PR,18.49451621,-66.40015322,9/8/2014,9/8/2014,11:23:00 AM,03:23:00 PM,0,1984.08,2333.11,8.061,380.7,4.00,32.4,,,28.80,0,,346,Random,Single
NCRMP_PR_2014,PR,2014,NCRMP,PR,18.49350914,-66.39259639,9/8/2014,9/8/2014,01:25:00 PM,05:25:00 PM,0,2014.07,2348.17,8.034,416.1,3.88,32.1,,,29.30,0,,343,Random,Single
NCRMP_PR_2014,PR,2014,NCRMP,PR,18.47961286,-66.20968433,9/8/2014,9/8/2014,04:25:00 PM,08:25:00 PM,0,1978.79,2331.11,8.064,376.5,4.03,32.6,,,28.90,0,,340,Random,Single
calval_sep2022,FLK,2014,CalVal,FLK,24.8547,-80.5674166666667,9/24/2014,9/24/2014,02:07:00 PM,06:07:00 PM,0,2044.34,2357.73,8.273,366.222,3.609,33.448,,33.4,29.10,0,,Transect 4,Permanent,Single
calval_sep2021,FLK,2014,CalVal,FLK,24.8694,-80.5850,9/24/2014,9/24/2014,02:16:00 PM,06:16:00 PM,0,2045.31,2356.11,8.241,367.632,3.592,33.190,,33.2,29.10,0,,Transect 3,Permanent,Single
calval_sep2020,FLK,2014,CalVal,FLK,24.8854666666667,-80.6041,9/24/2014,9/24/2014,02:25:00 PM,06:25:00 PM,0,2049.15,2346.15,8.242,393.812,3.447,33.189,,33.2,29.10,0,,Transect 2,Permanent,Single
calval_sep2016,FLK,2014,CalVal,FLK,24.8982666666667,-80.6173833333333,9/24/2014,9/24/2014,02:40:00 PM,06:40:00 PM,0,2048.53,2345.79,8.218,387.781,3.438,33.271,,33.2,29.10,0,,CalVal N,Permanent,Single
calval_sep2014,FLK,2014,CalVal,FLK,24.8981833333333,-80.6160666666667,9/24/2014,9/24/2014,02:46:00 PM,06:46:00 PM,0,2046.53,2342.69,8.191,387.456,3.446,32.843,,33.2,29.10,0,,ADCP NE,Permanent,Single
calval_sep2018,FLK,2014,CalVal,FLK,24.8966333333333,-80.6153,9/24/2014,9/24/2014,02:51:00 PM,06:51:00 PM,0,1999.79,2341.66,8.182,322.357,3.923,33.242,,33.2,29.10,0,,CalVal SE,Permanent,Single
calval_sep2017,FLK,2014,CalVal,FLK,24.8955833333333,-80.6166333333333,9/24/2014,9/24/2014,03:00:00 PM,07:00:00 PM,0,2018.39,2343.51,8.185,341.173,3.747,33.025,,33.3,29.10,0,,CalVal S,Permanent,Single
calval_sep2015,FLK,2014,CalVal,FLK,24.8964666666667,-80.6182,9/24/2014,9/24/2014,03:04:00 PM,07:04:00 PM,0,2027.11,2340.97,8.191,361.169,3.616,33.271,,33.3,29.10,0,,ADCP S,Permanent,Single
calval_sep2019,FLK,2014,CalVal,FLK,24.9052,-80.6266,9/24/2014,9/24/2014,03:09:00 PM,07:09:00 PM,0,2008.77,2311.43,8.224,374.076,3.493,33.137,,33.1,29.10,0,,Transect 1,Permanent,Single
calval_oct2015,FLK,2014,CalVal,FLK,24.8964666666667,-80.6182,10/22/2014,10/22/2014,01:56:00 PM,05:56:00 PM,0,2063.89,2369.24,8.224,409.769,3.492,34.823,,34.3,26.80,0,,ADCP S,Permanent,Single
calval_oct2017,FLK,2014,CalVal,FLK,24.8955833333333,-80.6166333333333,10/22/2014,10/22/2014,02:03:00 PM,06:03:00 PM,0,2095.41,2367.16,8.230,477.850,3.146,34.746,,34.3,26.70,0,,CalVal S,Permanent,Single
calval_oct2018,FLK,2014,CalVal,FLK,24.8966333333333,-80.6153,10/22/2014,10/22/2014,02:08:00 PM,06:08:00 PM,0,2066.64,2373.92,8.217,411.284,3.517,34.847,,34.2,26.90,0,,CalVal SE,Permanent,Single
calval_oct2014,FLK,2014,CalVal,FLK,24.8981833333333,-80.6160666666667,10/22/2014,10/22/2014,02:15:00 PM,06:15:00 PM,0,2059.02,2373.72,8.212,386.247,3.579,34.843,,34.2,26.90,0,,ADCP NE,Permanent,Single
calval_oct2016,FLK,2014,CalVal,FLK,24.8982666666667,-80.6173833333333,10/22/2014,10/22/2014,02:19:00 PM,06:19:00 PM,0,2066.15,2369.78,8.221,409.455,3.472,34.770,,34.2,26.90,0,,CalVal N,Permanent,Single
calval_oct2021,FLK,2014,CalVal,FLK,24.8982666666667,-80.6173833333333,10/29/2014,10/29/2014,11:58:00 AM,03:58:00 PM,0,2088.48,2363.86,8.188,469.194,3.201,34.377,,33.6,25.90,0,,CalVal N,Permanent,Single
calval_oct2019,FLK,2014,CalVal,FLK,24.8981833333333,-80.6160666666667,10/29/2014,10/29/2014,12:03:00 PM,04:03:00 PM,0,2106.50,2360.02,8.190,516.493,2.973,34.308,,33.6,25.80,0,,ADCP NE,Permanent,Single
calval_oct2023,FLK,2014,CalVal,FLK,24.8966333333333,-80.6153,10/29/2014,10/29/2014,12:09:00 PM,04:09:00 PM,0,2110.72,2361.27,8.177,517.699,2.934,34.387,,33.7,25.80,0,,CalVal SE,Permanent,Single
calval_oct2022,FLK,2014,CalVal,FLK,24.8955833333333,-80.6166333333333,10/29/2014,10/29/2014,12:13:00 PM,04:13:00 PM,0,2084.28,2367.53,8.187,454.680,3.287,34.369,,33.7,25.70,0,,CalVal S,Permanent,Single
calval_oct2020,FLK,2014,CalVal,FLK,24.8964666666667,-80.6182,10/29/2014,10/29/2014,12:18:00 PM,04:18:00 PM,0,2076.63,2353.71,8.157,461.174,3.213,34.363,,33.6,25.70,0,,ADCP S,Permanent,Single
calval_oct2024,FLK,2014,CalVal,FLK,24.9052,-80.6266,10/29/2014,10/29/2014,12:24:00 PM,04:24:00 PM,0,2040.93,2307.00,8.157,461.106,3.087,33.943,,33.3,25.70,0,,Transect 1,Permanent,Single
calval_oct2025,FLK,2014,CalVal,FLK,24.8854666666667,-80.6041,10/29/2014,10/29/2014,12:34:00 PM,04:34:00 PM,0,2104.50,2380.61,8.177,477.881,3.207,34.681,,34,25.70,0,,Transect 2,Permanent,Single
calval_oct2026,FLK,2014,CalVal,FLK,24.8694,-80.5850,10/29/2014,10/29/2014,12:45:00 PM,04:45:00 PM,0,2045.61,2367.27,8.252,385.354,3.650,35.129,,34.3,27.20,0,,Transect 3,Permanent,Single
calval_oct2027,FLK,2014,CalVal,FLK,24.8547,-80.5674166666667,10/29/2014,10/29/2014,12:54:00 PM,04:54:00 PM,0,2025.85,2366.78,8.258,351.249,3.866,34.812,,34.3,27.40,0,,Transect 4,Permanent,Single
calval_Nov2014,FLK,2014,CalVal,FLK,24.8964666666667,-80.6182,11/7/2014,11/7/2014,01:27:00 PM,06:27:00 PM,0,2135.85,2413.60,8.179,482.665,3.225,34.928,,34.5,24.00,0,,ADCP S,Permanent,Single
calval_Nov2014,FLK,2014,CalVal,FLK,24.8955833333333,-80.6166333333333,11/7/2014,11/7/2014,01:34:00 PM,06:34:00 PM,0,2136.14,2410.41,8.182,478.874,3.173,34.996,,34.6,23.70,0,,CalVal S,Permanent,Single
calval_Nov2014,FLK,2014,CalVal,FLK,24.8966333333333,-80.6153,11/7/2014,11/7/2014,01:41:00 PM,06:41:00 PM,0,2149.78,2406.29,8.188,523.148,2.991,35.009,,34.6,23.90,0,,CalVal SE,Permanent,Single
calval_Nov2014,FLK,2014,CalVal,FLK,24.8981833333333,-80.6160666666667,11/7/2014,11/7/2014,01:46:00 PM,06:46:00 PM,0,2169.33,2417.02,8.161,546.549,2.913,34.809,,34.5,23.90,0,,ADCP NE,Permanent,Single
calval_Nov2014,FLK,2014,CalVal,FLK,24.8982666666667,-80.6173833333333,11/7/2014,11/7/2014,01:51:00 PM,06:51:00 PM,0,2130.51,2417.85,8.158,456.063,3.323,34.839,,34.5,24.10,0,,CalVal N,Permanent,Single
calval_Nov2014,FLK,2014,CalVal,FLK,24.9052,-80.6266,11/7/2014,11/7/2014,01:57:00 PM,06:57:00 PM,0,2114.29,2412.79,8.205,429.729,3.439,34.743,,34.4,24.00,0,,Transect 1,Permanent,Single
calval_Nov2014,FLK,2014,CalVal,FLK,24.8854666666667,-80.6041,11/7/2014,11/7/2014,02:13:00 PM,07:13:00 PM,0,2053.87,2395.65,8.221,363.918,3.851,35.607,,35.1,24.80,0,,Transect 2,Permanent,Single
calval_Nov2014,FLK,2014,CalVal,FLK,24.8694,-80.5850,11/7/2014,11/7/2014,02:20:00 PM,07:20:00 PM,0,2037.40,2385.84,8.231,345.191,3.902,35.670,,35.2,25.90,0,,Transect 3,Permanent,Single
calval_Nov2014,FLK,2014,CalVal,FLK,24.8547,-80.5674166666667,11/7/2014,11/7/2014,02:30:00 PM,07:30:00 PM,0,2040.06,2382.21,8.236,357.593,3.825,35.915,,35.4,26.40,0,,Transect 4,Permanent,Single
calval_Nov2014,FLK,2014,CalVal,FLK,24.8982666666667,-80.6173833333333,11/25/2014,11/25/2014,09:53:00 AM,02:53:00 PM,0,2268.46,2495.71,8.025,659.690,2.751,34.976,,34.7,25.10,0,,CalVal N,Permanent,Single
calval_Nov2014,FLK,2014,CalVal,FLK,24.8981833333333,-80.6160666666667,11/25/2014,11/25/2014,09:58:00 AM,02:58:00 PM,0,2244.53,2484.73,8.060,616.016,2.876,35.041,,34.7,25.00,0,,ADCP NE,Permanent,Single
calval_Nov2014,FLK,2014,CalVal,FLK,24.8966333333333,-80.6153,11/25/2014,11/25/2014,10:04:00 AM,03:04:00 PM,0,2195.78,2463.38,8.088,530.297,3.133,35.273,,34.9,25.20,0,,CalVal SE,Permanent,Single
calval_Nov2014,FLK,2014,CalVal,FLK,24.8955833333333,-80.6166333333333,11/25/2014,11/25/2014,10:12:00 AM,03:12:00 PM,0,2214.80,2474.52,8.081,556.848,3.064,35.187,,34.8,25.10,0,,CalVal S,Permanent,Single
calval_Nov2014,FLK,2014,CalVal,FLK,24.8964666666667,-80.6182,11/25/2014,11/25/2014,10:16:00 AM,03:16:00 PM,0,2253.91,2485.29,8.042,639.548,2.783,35.049,,34.7,24.90,0,,ADCP S,Permanent,Single
calval_Dec2014,FLK,2014,CalVal,FLK,24.8982666666667,-80.6173833333333,12/11/2014,12/11/2014,10:53:00 AM,03:53:00 PM,0,2073.80,2401.46,8.185,400.025,3.692,36.140,,35.2,21.50,0,,CalVal N,Permanent,Single
calval_Dec2014,FLK,2014,CalVal,FLK,24.8981833333333,-80.6160666666667,12/11/2014,12/11/2014,11:00:00 AM,04:00:00 PM,0,2078.54,2406.96,8.178,398.015,3.696,36.199,,35.2,21.80,0,,ADCP NE,Permanent,Single
calval_Dec2014,FLK,2014,CalVal,FLK,24.8966333333333,-80.6153,12/11/2014,12/11/2014,11:05:00 AM,04:05:00 PM,0,2067.77,2399.55,8.189,389.733,3.724,36.223,,35.2,21.90,0,,CalVal SE,Permanent,Single
calval_Dec2014,FLK,2014,CalVal,FLK,24.8955833333333,-80.6166333333333,12/11/2014,12/11/2014,11:10:00 AM,04:10:00 PM,0,2088.60,2396.23,8.176,433.252,3.479,36.165,,35.2,21.90,0,,CalVal S,Permanent,Single
calval_Dec2014,FLK,2014,CalVal,FLK,24.8964666666667,-80.6182,12/11/2014,12/11/2014,11:14:00 AM,04:14:00 PM,0,2058.43,2397.23,8.184,364.976,3.787,36.066,,35.1,21.60,0,,ADCP S,Permanent,Single
calval_Dec2014,FLK,2014,CalVal,FLK,24.9052,-80.6266,12/11/2014,12/11/2014,11:20:00 AM,04:20:00 PM,0,2202.89,2521.97,8.128,440.152,3.670,35.796,,35,20.20,0,,Transect 1,Permanent,Single
calval_Dec2014,FLK,2014,CalVal,FLK,24.8854666666667,-80.6041,12/11/2014,12/11/2014,11:28:00 AM,04:28:00 PM,0,2056.76,2404.15,8.191,355.516,3.868,36.285,,35,22.20,0,,Transect 2,Permanent,Single
calval_Dec2014,FLK,2014,CalVal,FLK,24.8694,-80.5850,12/11/2014,12/11/2014,11:36:00 AM,04:36:00 PM,0,2056.52,2389.75,8.185,379.805,3.724,36.273,,35,24.20,0,,Transect 3,Permanent,Single
calval_Dec2014,FLK,2014,CalVal,FLK,24.8547,-80.5674166666667,12/11/2014,12/11/2014,11:42:00 AM,04:42:00 PM,0,2047.17,2382.85,8.189,372.757,3.748,36.214,,35.1,24.20,0,,Transect 4,Permanent,Single
CalVal_Jan2015_1,FLK,2015,CalVal,FLK,24.8977,-80.61817,1/6/2015,1/6/2015,10:20:00 AM,03:20:00 PM,0,2098.94,2401.75,8.007,456.986,3.433,36.413,,,25.70,0,,Map CO2 Buoy,Permanent,Single
CalVal_Jan2015_2,FLK,2015,CalVal,FLK,24.8977,-80.61817,1/6/2015,1/6/2015,10:20:00 AM,03:20:00 PM,0,2104.30,2400.23,7.995,471.537,3.361,36.433,,,25.70,0,,Map CO2 Buoy,Permanent,Single
CalVal_Jan2015_3,FLK,2015,CalVal,FLK,24.8982666666667,-80.6173833333333,1/6/2015,1/6/2015,11:11:00 AM,04:11:00 PM,0,2112.08,2401.29,7.987,483.325,3.290,36.435,,,25.50,0,,CalVal N,Permanent,Single
CalVal_Jan2015_4,FLK,2015,CalVal,FLK,24.8981833333333,-80.6160666666667,1/6/2015,1/6/2015,11:16:00 AM,04:16:00 PM,0,2118.33,2402.85,7.980,492.714,3.242,36.419,,,25.40,0,,ADCP NE,Permanent,Single
CalVal_Jan2015_5,FLK,2015,CalVal,FLK,24.8966333333333,-80.6153,1/6/2015,1/6/2015,11:21:00 AM,04:21:00 PM,0,2111.88,2401.59,7.989,480.163,3.294,36.414,,,25.40,0,,CalVal SE,Permanent,Single
CalVal_Jan2015_6,FLK,2015,CalVal,FLK,24.8955833333333,-80.6166333333333,1/6/2015,1/6/2015,11:26:00 AM,04:26:00 PM,0,2106.97,2402.73,7.999,467.070,3.356,36.412,,,25.40,0,,CalVal S,Permanent,Single
CalVal_Jan2015_7,FLK,2015,CalVal,FLK,24.8964666666667,-80.6182,1/6/2015,1/6/2015,12:32:00 PM,05:32:00 PM,0,2103.63,2399.73,7.999,467.073,3.359,36.417,,,25.50,0,,ADCP S,Permanent,Single
CalVal_Jan2015_8,FLK,2015,CalVal,FLK,24.8977,-80.61817,1/10/2015,1/10/2015,03:20:00 PM,08:20:00 PM,0,2107.49,2412.28,8.041,418.528,3.406,36.562,,,23.40,0,,Map CO2 Buoy,Permanent,Single
CalVal_Jan2015_9,FLK,2015,CalVal,FLK,24.8977,-80.61817,1/10/2015,1/10/2015,03:20:00 PM,08:20:00 PM,0,2110.89,2415.71,8.040,419.680,3.408,36.562,,,23.40,0,,Map CO2 Buoy,Permanent,Single
CalVal_Jan2015_10,FLK,2015,CalVal,FLK,24.8982666666667,-80.6173833333333,1/10/2015,1/10/2015,03:28:00 PM,08:28:00 PM,0,2108.86,2414.82,8.047,412.120,3.413,36.559,,,23.10,0,,CalVal N,Permanent,Single
CalVal_Jan2015_11,FLK,2015,CalVal,FLK,24.8981833333333,-80.6160666666667,1/10/2015,1/10/2015,03:32:00 PM,08:32:00 PM,0,2106.13,2411.14,8.044,414.173,3.404,36.545,,,23.20,0,,ADCP NE,Permanent,Single
CalVal_Jan2015_12,FLK,2015,CalVal,FLK,24.8966333333333,-80.6153,1/10/2015,1/10/2015,03:37:00 PM,08:37:00 PM,0,2127.04,2418.00,8.021,443.560,3.264,36.584,,,23.10,0,,CalVal SE,Permanent,Single
CalVal_Jan2015_13,FLK,2015,CalVal,FLK,24.8955833333333,-80.6166333333333,1/10/2015,1/10/2015,03:44:00 PM,08:44:00 PM,0,2103.63,2414.81,8.054,403.890,3.468,36.556,,,23.20,0,,CalVal S,Permanent,Single
CalVal_Jan2015_14,FLK,2015,CalVal,FLK,24.8964666666667,-80.6182,1/10/2015,1/10/2015,03:48:00 PM,08:48:00 PM,0,2098.84,2407.34,8.051,406.281,3.437,36.550,,,23.20,0,,ADCP S,Permanent,Single
CalVal_Jan2015_15,FLK,2015,CalVal,FLK,24.8547,-80.56742,1/22/2015,1/22/2015,11:43:00 AM,04:43:00 PM,0,2042.25,2372.91,8.064,384.194,3.698,36.229,,,25.30,0,,Transect 4,Permanent,Single
CalVal_Jan2015_16,FLK,2015,CalVal,FLK,24.8694,-80.5850,1/22/2015,1/22/2015,11:51:00 AM,04:51:00 PM,0,2051.29,2374.38,8.057,392.609,3.610,36.299,,,24.90,0,,Transect 3,Permanent,Single
CalVal_Jan2015_17,FLK,2015,CalVal,FLK,24.8854666666667,-80.6041,1/22/2015,1/22/2015,12:03:00 PM,05:03:00 PM,0,2065.81,2396.71,8.080,371.480,3.672,36.471,,,23.80,0,,Transect 2,Permanent,Single
CalVal_Jan2015_18,FLK,2015,CalVal,FLK,24.9052,-80.6266,1/22/2015,1/22/2015,12:17:00 PM,05:17:00 PM,0,2086.30,2403.64,8.060,395.110,3.531,36.548,,,23.60,0,,Transect 1,Permanent,Single
CalVal_Jan2015_19,FLK,2015,CalVal,FLK,24.8964666666667,-80.6182,1/22/2015,1/22/2015,12:25:00 PM,05:25:00 PM,0,2072.88,2405.29,8.086,367.334,3.686,36.474,,,23.50,0,,ADCP S,Permanent,Single
CalVal_Jan2015_20,FLK,2015,CalVal,FLK,24.8955833333333,-80.6166333333333,1/22/2015,1/22/2015,12:29:00 PM,05:29:00 PM,0,2068.74,2400.67,8.087,365.195,3.676,36.478,,,23.40,0,,CalVal S,Permanent,Single
CalVal_Jan2015_21,FLK,2015,CalVal,FLK,24.8966333333333,-80.6153,1/22/2015,1/22/2015,12:33:00 PM,05:33:00 PM,0,2068.61,2400.38,8.087,365.416,3.674,36.484,,,23.40,0,,CalVal SE,Permanent,Single
CalVal_Jan2015_22,FLK,2015,CalVal,FLK,24.8981833333333,-80.6160666666667,1/22/2015,1/22/2015,12:36:00 PM,05:36:00 PM,0,2074.52,2404.22,8.083,370.241,3.655,36.498,,,23.40,0,,ADCP NE,Permanent,Single
CalVal_Jan2015_23,FLK,2015,CalVal,FLK,24.8982666666667,-80.6173833333333,1/22/2015,1/22/2015,12:39:00 PM,05:39:00 PM,0,2070.04,2394.73,8.077,375.406,3.599,36.478,,,23.40,0,,CalVal N,Permanent,Single
CalVal_Jan2015_24,FLK,2015,CalVal,FLK,24.8977,-80.61817,1/22/2015,1/22/2015,01:17:00 PM,06:17:00 PM,0,2080.57,2397.50,8.059,394.869,3.528,36.502,,,23.70,0,,Map CO2 Buoy,Permanent,Single
CalVal_Jan2015_25,FLK,2015,CalVal,FLK,24.8977,-80.61817,1/22/2015,1/22/2015,01:17:00 PM,06:17:00 PM,0,2076.44,2394.90,8.062,391.167,3.542,36.495,,,23.70,0,,Map CO2 Buoy,Permanent,Single
CalVal_Feb2015_1,FLK,2015,CalVal,FLK,24.8977,-80.61817,2/3/2015,2/3/2015,09:38:00 AM,02:38:00 PM,0,2084.36,2397.66,8.082,370.999,3.450,36.558,,,21.70,0,,Map CO2 Buoy,Permanent,Single
CalVal_Feb2015_2,FLK,2015,CalVal,FLK,24.8977,-80.61817,2/3/2015,2/3/2015,09:38:00 AM,02:38:00 PM,0,2088.50,2398.60,8.077,376.512,3.420,36.524,,,21.70,0,,Map CO2 Buoy,Permanent,Single
CalVal_Feb2015_3,FLK,2015,CalVal,FLK,24.8982666666667,-80.6173833333333,2/3/2015,2/3/2015,09:46:00 AM,02:46:00 PM,0,2085.29,2396.71,8.078,375.056,3.434,36.518,,,21.80,0,,CalVal N,Permanent,Single
CalVal_Feb2015_4,FLK,2015,CalVal,FLK,24.8981833333333,-80.6160666666667,2/3/2015,2/3/2015,09:50:00 AM,02:50:00 PM,0,2091.11,2400.93,8.075,379.196,3.421,36.516,,,21.80,0,,ADCP NE,Permanent,Single
CalVal_Feb2015_5,FLK,2015,CalVal,FLK,24.8966333333333,-80.6153,2/3/2015,2/3/2015,09:54:00 AM,02:54:00 PM,0,2086.18,2396.52,8.079,374.934,3.423,36.474,,,21.70,0,,CalVal SE,Permanent,Single
CalVal_Feb2015_6,FLK,2015,CalVal,FLK,24.8955833333333,-80.6166333333333,2/3/2015,2/3/2015,09:57:00 AM,02:57:00 PM,0,2089.07,2396.23,8.074,380.305,3.391,36.464,,,21.70,0,,CalVal S,Permanent,Single
CalVal_Feb2015_7,FLK,2015,CalVal,FLK,24.8964666666667,-80.6182,2/3/2015,2/3/2015,10:01:00 AM,03:01:00 PM,0,2088.29,2398.99,8.078,375.719,3.425,36.539,,,21.70,0,,ADCP S,Permanent,Single
CalVal_Feb2015_8,FLK,2015,CalVal,FLK,24.8547,-80.56742,2/24/2015,2/24/2015,09:45:00 AM,02:45:00 PM,0,2053.45,2382.52,8.079,370.850,3.649,36.413,,,23.90,0,,Transect 4,Permanent,Single
CalVal_Feb2015_9,FLK,2015,CalVal,FLK,24.8694,-80.5850,2/24/2015,2/24/2015,09:53:00 AM,02:53:00 PM,0,2056.68,2384.85,8.083,366.968,3.634,36.391,,,23.50,0,,Transect 3,Permanent,Single
CalVal_Feb2015_10,FLK,2015,CalVal,FLK,24.8854666666667,-80.6041,2/24/2015,2/24/2015,10:00:00 AM,03:00:00 PM,0,2069.08,2402.19,8.096,357.251,3.684,36.405,,,23.00,0,,Transect 2,Permanent,Single
CalVal_Feb2015_11,FLK,2015,CalVal,FLK,24.9052,-80.6266,2/24/2015,2/24/2015,10:10:00 AM,03:10:00 PM,0,2101.87,2441.33,8.095,363.084,3.763,36.646,,,23.10,0,,Transect 1,Permanent,Single
CalVal_Feb2015_12,FLK,2015,CalVal,FLK,24.8977,-80.61817,2/24/2015,2/24/2015,10:14:00 AM,03:14:00 PM,0,2071.86,2400.22,8.090,362.864,3.633,36.402,,,22.90,0,,Map CO2 Buoy,Permanent,Single
CalVal_Feb2015_13,FLK,2015,CalVal,FLK,24.8977,-80.61817,2/24/2015,2/24/2015,10:14:00 AM,03:14:00 PM,0,2075.33,2402.65,8.087,365.980,3.621,36.468,,,22.90,0,,Map CO2 Buoy,Permanent,Single
CalVal_Feb2015_14,FLK,2015,CalVal,FLK,24.8982666666667,-80.6173833333333,2/24/2015,2/24/2015,10:20:00 AM,03:20:00 PM,0,2066.03,2405.44,8.106,347.530,3.744,36.476,,,22.90,0,,CalVal N,Permanent,Single
CalVal_Feb2015_15,FLK,2015,CalVal,FLK,24.8981833333333,-80.6160666666667,2/24/2015,2/24/2015,10:23:00 AM,03:23:00 PM,0,2073.47,2408.47,8.098,355.562,3.701,36.491,,,22.90,0,,ADCP NE,Permanent,Single
CalVal_Feb2015_16,FLK,2015,CalVal,FLK,24.8966333333333,-80.6153,2/24/2015,2/24/2015,10:27:00 AM,03:27:00 PM,0,2070.09,2407.80,8.105,349.304,3.727,36.455,,,22.80,0,,CalVal SE,Permanent,Single
CalVal_Feb2015_17,FLK,2015,CalVal,FLK,24.8955833333333,-80.6166333333333,2/24/2015,2/24/2015,10:30:00 AM,03:30:00 PM,0,2071.85,2405.52,8.098,355.164,3.684,36.474,,,22.80,0,,CalVal S,Permanent,Single
CalVal_Feb2015_18,FLK,2015,CalVal,FLK,24.8964666666667,-80.6182,2/24/2015,2/24/2015,10:34:00 AM,03:34:00 PM,0,2070.08,2406.28,8.102,351.269,3.711,36.463,,,22.80,0,,ADCP S,Permanent,Single
CalVal_Mar2015_1,FLK,2015,CalVal,FLK,24.8547,-80.56742,3/22/2015,3/22/2015,10:44:00 AM,02:44:00 PM,0,1932.54,2322.57,8.139,298.704,4.235,37.182,,,26.10,0,,Transect 4,Permanent,Single
CalVal_Mar2015_2,FLK,2015,CalVal,FLK,24.8694,-80.5850,3/22/2015,3/22/2015,10:52:00 AM,02:52:00 PM,0,1924.26,2328.15,8.164,278.144,4.372,37.138,,,25.70,0,,Transect 3,Permanent,Single
CalVal_Mar2015_3,FLK,2015,CalVal,FLK,24.8854666666667,-80.6041,3/22/2015,3/22/2015,10:58:00 AM,02:58:00 PM,0,1928.50,2329.64,8.150,290.087,4.371,37.021,,,26.50,0,,Transect 2,Permanent,Single
CalVal_Mar2015_4,FLK,2015,CalVal,FLK,24.9052,-80.6266,3/22/2015,3/22/2015,11:05:00 AM,03:05:00 PM,0,1925.45,2332.09,8.140,297.150,4.465,36.922,,,27.70,0,,Transect 1,Permanent,Single
CalVal_Mar2015_5,FLK,2015,CalVal,FLK,24.8982666666667,-80.6173833333333,3/22/2015,3/22/2015,11:10:00 AM,03:10:00 PM,0,1992.09,2360.74,8.084,356.078,4.097,36.849,,,27.50,0,,CalVal N,Permanent,Single
CalVal_Mar2015_6,FLK,2015,CalVal,FLK,24.8981833333333,-80.6160666666667,3/22/2015,3/22/2015,11:13:00 AM,03:13:00 PM,0,1998.84,2375.79,8.097,346.006,4.195,36.745,,,27.40,0,,ADCP NE,Permanent,Single
CalVal_Mar2015_7,FLK,2015,CalVal,FLK,24.8977,-80.61817,3/22/2015,3/22/2015,11:15:00 AM,03:15:00 PM,0,1988.62,2362.78,8.094,346.699,4.153,36.822,,,27.40,0,,Map CO2 Buoy,Permanent,Single
CalVal_Mar2015_8,FLK,2015,CalVal,FLK,24.8977,-80.61817,3/22/2015,3/22/2015,11:15:00 AM,03:15:00 PM,0,1993.41,2358.13,8.080,359.824,4.053,36.839,,,27.40,0,,Map CO2 Buoy,Permanent,Single
CalVal_Mar2015_9,FLK,2015,CalVal,FLK,24.8964666666667,-80.6182,3/22/2015,3/22/2015,11:20:00 AM,03:20:00 PM,0,1995.36,2364.48,8.087,354.521,4.105,36.780,,,27.40,0,,ADCP S,Permanent,Single
CalVal_Mar2015_10,FLK,2015,CalVal,FLK,24.8955833333333,-80.6166333333333,3/22/2015,3/22/2015,11:24:00 AM,03:24:00 PM,0,1997.82,2382.64,8.109,335.213,4.279,36.731,,,27.30,0,,CalVal S,Permanent,Single
CalVal_Mar2015_11,FLK,2015,CalVal,FLK,24.8966333333333,-80.6153,3/22/2015,3/22/2015,11:27:00 AM,03:27:00 PM,0,2005.21,2389.75,8.109,336.260,4.281,36.702,,,27.20,0,,CalVal SE,Permanent,Single
CalVal_Mar2015_12,FLK,2015,CalVal,FLK,24.8982666666667,-80.6173833333333,3/29/2015,3/29/2015,01:30:00 PM,05:30:00 PM,0,2049.03,2385.67,8.072,377.304,3.753,36.438,,,25.10,0,,CalVal N,Permanent,Single
CalVal_Mar2015_13,FLK,2015,CalVal,FLK,24.8964666666667,-80.6182,3/29/2015,3/29/2015,01:35:00 PM,05:35:00 PM,0,1936.46,2332.56,8.159,284.129,4.288,37.125,,,25.30,0,,ADCP S,Permanent,Single
CalVal_Mar2015_14,FLK,2015,CalVal,FLK,24.8955833333333,-80.6166333333333,3/29/2015,3/29/2015,01:40:00 PM,05:40:00 PM,0,1934.59,2328.61,8.158,284.633,4.260,37.149,,,25.20,0,,CalVal S,Permanent,Single
CalVal_Mar2015_15,FLK,2015,CalVal,FLK,24.8966333333333,-80.6153,3/29/2015,3/29/2015,01:45:00 PM,05:45:00 PM,0,1924.72,2334.09,8.180,267.345,4.424,37.065,,,25.20,0,,CalVal SE,Permanent,Single
CalVal_Mar2015_16,FLK,2015,CalVal,FLK,24.8981833333333,-80.6160666666667,3/29/2015,3/29/2015,01:50:00 PM,05:50:00 PM,0,2051.03,2381.70,8.063,386.285,3.689,36.442,,,25.10,0,,ADCP NE,Permanent,Single
CalVal_Mar2015_17,FLK,2015,CalVal,FLK,24.8977,-80.61817,3/29/2015,3/29/2015,02:05:00 PM,06:05:00 PM,0,1980.69,2339.66,8.112,327.948,3.908,37.082,,,24.70,0,,Map CO2 Buoy,Permanent,Single
